"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경상남도 진주시 초전동","676-3","0676","0003","초전흥한","59.85","202211","5","18,300","17","2001","초전남로 30","","중개거래","경남 진주시"
"경상남도 진주시 초전동","676-3","0676","0003","초전흥한","103.99","202211","14","24,600","12","2001","초전남로 30","","중개거래","경남 진주시"
"경상남도 진주시 초전동","805","0805","0000","현대","84.955","202211","7","21,400","15","1997","초전남로 46","","중개거래","경남 진주시"
"경상남도 진주시 초전동","1665","1665","0000","힐스테이트초전","91.2066","202211","18","48,000","25","2019","초북로 95","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","296","0296","0000","진주혁신도시대방노블랜드더캐슬아파트","84.9899","202211","5","57,000","7","2018","사들로 61","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","296","0296","0000","진주혁신도시대방노블랜드더캐슬아파트","84.9899","202211","30","54,000","3","2018","사들로 61","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","191","0191","0000","진주혁신도시센텀리버파크","84.95","202211","17","36,000","4","2013","사들로 157","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","90","0090","0000","진주혁신도시중흥에스-클래스더프라임","97.7268","202211","5","50,000","4","2019","소호로19번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","90","0090","0000","진주혁신도시중흥에스-클래스더프라임","97.7268","202211","12","52,800","18","2019","소호로19번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","293","0293","0000","진주혁신도시중흥에스-클래스센트럴시티2단지","99.8723","202211","15","61,000","29","2020","에나로 190","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","298","0298","0000","진주혁신도시중흥에스-클래스센트럴시티3단지","84.9815","202211","10","49,000","25","2020","에나로175번길 12","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.9815","202211","2","49,000","7","2020","에나로175번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.9815","202211","18","46,000","8","2020","에나로175번길 11","20221128","중개거래","경남 진주시"
"경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.9815","202211","18","45,000","7","2020","에나로175번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.8046","202211","19","47,500","30","2020","에나로175번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","295","0295","0000","진주혁신도시중흥에스-클래스센트럴시티4단지","84.9815","202211","26","46,000","8","2020","에나로175번길 11","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","230","0230","0000","진주혁신코오롱하늘채","84.95","202211","2","36,000","20","2014","사들로 126","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","230","0230","0000","진주혁신코오롱하늘채","84.95","202211","27","35,000","8","2014","사들로 126","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","77","0077","0000","한림풀에버","84.9088","202211","23","36,500","3","2015","소호로 39","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","77","0077","0000","한림풀에버","84.9644","202211","23","45,600","2","2015","소호로 39","","중개거래","경남 진주시"
"경상남도 진주시 충무공동","302","0302","0000","혁신도시엘에이치아파트9단지","59.97","202211","1","32,000","18","2017","사들로 13","","직거래","-"
"경상남도 진주시 충무공동","302","0302","0000","혁신도시엘에이치아파트9단지","59.97","202211","3","30,000","4","2017","사들로 13","","직거래","-"
"경상남도 진주시 칠암동","78","0078","0000","칠암한주타운","59.98","202211","12","16,000","12","1995","강남로 101","","중개거래","경남 진주시"
"경상남도 진주시 칠암동","78","0078","0000","칠암한주타운","59.98","202211","23","15,800","8","1995","강남로 101","","중개거래","경남 진주시"
"경상남도 진주시 평거동","1130","1130","0000","더퀸즈웰가","84.9163","202211","19","44,000","32","2015","새평거로 25","","중개거래","경남 진주시"
"경상남도 진주시 평거동","1130","1130","0000","더퀸즈웰가","58.7908","202211","23","34,000","18","2015","새평거로 25","","중개거래","경남 진주시"
"경상남도 진주시 평거동","190","0190","0000","들말대경","84.99","202211","11","29,200","14","1998","석갑로53번길 10","","중개거래","경남 진주시"
"경상남도 진주시 평거동","192-1","0192","0001","들말한보타운","84.98","202211","7","29,800","7","1997","평거로39번길 9","","중개거래","경남 진주시"
"경상남도 진주시 평거동","191-1","0191","0001","들말흥한타운","84.89","202211","8","29,000","13","1998","석갑로 45","","중개거래","경남 진주시"
"경상남도 진주시 평거동","191-1","0191","0001","들말흥한타운","84.89","202211","26","26,900","10","1998","석갑로 45","","중개거래","경남 진주시"
"경상남도 진주시 평거동","401","0401","0000","벽산블루밍(구)동신","113.47","202211","22","18,100","17","1993","진양호로125번길 22-12","","직거래","-"
"경상남도 진주시 평거동","1132","1132","0000","엠코타운더프라하","84.933","202211","10","47,000","33","2014","새평거로 30","","중개거래","경남 진주시"
"경상남도 진주시 평거동","1132","1132","0000","엠코타운더프라하","84.9651","202211","12","44,000","32","2014","새평거로 30","","중개거래","경남 진주시"
"경상남도 진주시 평거동","897","0897","0000","평거휴먼시아3단지","84.95","202211","19","40,500","7","2011","새평거로 111","","중개거래","경남 진주시"
"경상남도 진주시 평거동","797","0797","0000","평거휴먼시아4단지","84.91","202211","3","38,500","12","2011","새평거로 75","","중개거래","경남 진주시"
"경상남도 진주시 평거동","742","0742","0000","하영그린맨션","82.65","202211","7","10,500","10","1992","진양호로97번길 8-3","","중개거래","경남 진주시"
"경상남도 진주시 평거동","743-7","0743","0007","한등하이츠빌라","117.64","202211","11","25,000","5","1997","진양호로97번길 7-6","","직거래","-"
"경상남도 진주시 평거동","737","0737","0000","한보타운","59.94","202211","2","10,000","18","1993","진양호로97번길 19-6","","중개거래","경남 진주시"
"경상남도 진주시 평거동","737","0737","0000","한보타운","84.87","202211","30","13,500","7","1993","진양호로97번길 19-6","","중개거래","경남 진주시"
"경상남도 진주시 하대동","134-2","0134","0002","건일","51.61","202211","16","5,500","4","1987","상대로119번길 20","","중개거래","경남 진주시"
"경상남도 진주시 하대동","654-2","0654","0002","대영","76.79","202211","15","12,800","14","1992","말티고개로 102-5","","중개거래","경남 진주시"
"경상남도 진주시 하대동","610-2","0610","0002","일신","84.66","202211","1","14,800","8","1991","하대로34번길 10","","중개거래","경남 진주시"
"경상남도 진주시 하대동","676-6","0676","0006","하영파크","39.51","202211","14","6,400","3","1991","말티고개로100번길 16-6","","중개거래","경남 진주시"
"경상남도 진주시 하대동","101","0101","0000","현대","59.89","202211","11","13,200","23","1996","하대로 142","","중개거래","경남 진주시"
"경상남도 진주시 호탄동","602-1","0602","0001","대경","83.304","202211","2","27,000","8","2000","가호로 79","","중개거래","경남 진주시"
"경상남도 창녕군 남지읍 남지리","817-1","0817","0001","남지동아더프라임","84.9305","202211","4","18,400","8","2010","남고길 47","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 남지리","817-1","0817","0001","남지동아더프라임","84.9305","202211","10","18,000","17","2010","남고길 47","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 남지리","795-6","0795","0006","덕진6차휴먼빌","59.069","202211","19","11,500","6","2008","남포길 23","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 남지리","481-27","0481","0027","동서목련빌라","83.69","202211","4","5,500","4","1997","남지중앙2길 95-2","","직거래","-"
"경상남도 창녕군 남지읍 남지리","692","0692","0000","은성판타지아","59.9062","202211","14","13,000","3","2016","대신길 16","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 남지리","293-1","0293","0001","푸른마을","68.31","202211","8","6,800","5","2005","동포로 46","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 남지리","293-1","0293","0001","푸른마을","78.69","202211","15","7,750","2","2005","동포로 46","","중개거래","경남 창녕군"
"경상남도 창녕군 남지읍 마산리","954-2","0954","0002","남지이원웰스타아파트","84.9835","202211","12","21,000","1","2016","남고길 65","","중개거래","경남 창녕군"
"경상남도 창녕군 대지면 효정리","35","0035","0000","동보하이빌","59.9695","202211","2","7,200","1","2003","우포2로 1162","","직거래","-"
"경상남도 창녕군 영산면 성내리","324","0324","0000","라인","55.4131","202211","11","6,500","5","2000","성내뒷들길 24","","직거래","-"
"경상남도 창녕군 창녕읍 교리","1002-1","1002","0001","삼우C","59.94","202211","21","6,500","2","1993","군청길 8-12","","중개거래","경남 창원마산합포구"
"경상남도 창녕군 창녕읍 말흘리","344","0344","0000","창녕코아루더파크","84.73","202211","23","26,000","14","2019","말흘5길 62","","중개거래","경남 창녕군"
"경상남도 창녕군 창녕읍 말흘리","326","0326","0000","홍남이브빌","82.9371","202211","9","15,000","6","2006","낙영길 12","","직거래","-"
"경상남도 창녕군 창녕읍 송현리","115-8","0115","0008","라인솔터","59.1415","202211","9","6,300","4","2000","화왕산로 26-5","","직거래","-"
"경상남도 창녕군 창녕읍 술정리","283-3","0283","0003","신우희가로아파트","99.8377","202211","2","27,200","8","2016","조산서재골로 69-3","20221104","중개거래","경남 창녕군"
"경상남도 창녕군 창녕읍 술정리","283-3","0283","0003","신우희가로아파트","99.8377","202211","8","27,100","8","2016","조산서재골로 69-3","","중개거래","경남 창녕군"
"경상남도 창녕군 창녕읍 술정리","283-3","0283","0003","신우희가로아파트","75.4456","202211","10","18,800","3","2016","조산서재골로 69-3","","중개거래","경남 창녕군"
"경상남도 창녕군 창녕읍 술정리","283-3","0283","0003","신우희가로아파트","84.9668","202211","11","23,200","8","2016","조산서재골로 69-3","","직거래","-"
"경상남도 창녕군 창녕읍 술정리","283-3","0283","0003","신우희가로아파트","75.4456","202211","11","18,700","7","2016","조산서재골로 69-3","","중개거래","경남 창녕군"
"경상남도 창원마산합포구 교방동","355-1","0355","0001","무학산벽산블루밍2단지","84.9308","202211","9","28,200","17","2009","노산서18길 142","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 교방동","382-4","0382","0004","신교방빌라","61.74","202211","11","12,300","1","1989","교방동1길 46","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 교방동","525","0525","0000","창원롯데캐슬프리미어","84.9302","202211","5","49,000","20","2020","노산서18길 80","","직거래","-"
"경상남도 창원마산합포구 대내동","7-14","0007","0014","대내주공그린빌","45.32","202211","23","15,300","11","2004","월영북15길 21","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 대창동","67-3","0067","0003","중앙캐스빌","84.9784","202211","21","21,000","4","2004","월영북로 66","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 동성동","316","0316","0000","새롬미리내","84.97","202211","28","22,400","18","2005","수산1길 181","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 산호동","332","0332","0000","국제비치타운","84.72","202211","22","23,800","11","1996","합포동5길 23","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 산호동","38-6","0038","0006","대림","83.7","202211","11","7,600","4","1986","산호남로 18","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 산호동","18-1","0018","0001","삼성타운","84.9","202211","19","20,000","9","1996","산호북1길 15","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 산호동","421-1","0421","0001","진웅네스빌","79.53","202211","3","16,000","15","2003","합포남2길 11","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 신포동1가","13-1","0013","0001","센트럴","59.89","202211","9","20,500","7","2001","서성로 23","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 신포동1가","13-1","0013","0001","센트럴","59.89","202211","15","22,500","11","2001","서성로 23","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 오동동","18-61","0018","0061","기산상가","84.48","202211","18","16,400","16","1997","오동동14길 29","20221202","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 오동동","18-61","0018","0061","기산상가","84.48","202211","18","16,400","16","1997","오동동14길 29","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 오동동","12-3","0012","0003","서광아침의빛","79.96","202211","1","19,550","15","2008","오동동10길 73","","중개거래","경남 창원마산합포구, 경남 창원의창구"
"경상남도 창원마산합포구 오동동","322","0322","0000","중앙마린파이브아파트","70.1442","202211","15","29,800","22","2014","오동동14길 67","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 완월동","146-3","0146","0003","서광2","59.84","202211","8","9,000","8","1997","완월남로 54","","직거래","-"
"경상남도 창원마산합포구 월남동5가","8","0008","0000","월영마크리움주상복합","63.9086","202211","12","26,000","17","2017","3·15대로 9","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","4","36,000","15","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","6","33,000","1","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","7","35,000","4","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","9","35,000","22","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9883","202211","10","38,500","15","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","10","35,500","11","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","19","35,500","16","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","26","37,800","25","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","27","36,000","5","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","738","0738","0000","마린애시앙부영","84.9463","202211","27","36,000","20","2019","가포순환로 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","736","0736","0000","월영동SK오션뷰","59.9959","202211","2","28,500","14","2017","월영남12길 12","","직거래","-"
"경상남도 창원마산합포구 월영동","736","0736","0000","월영동SK오션뷰","59.9959","202211","8","27,500","3","2017","월영남12길 12","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","736","0736","0000","월영동SK오션뷰","73.922","202211","22","33,000","19","2017","월영남12길 12","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","40-9","0040","0009","월영동무학빌라텔","131.13","202211","4","20,500","2","1997","무학로 204","","중개거래","경남 창원마산합포구, 경남 창원진해구"
"경상남도 창원마산합포구 월영동","708-2","0708","0002","월영동아2","59.625","202211","4","15,000","16","1998","월영마을로 29","","직거래","-"
"경상남도 창원마산합포구 월영동","708-2","0708","0002","월영동아2","59.625","202211","22","15,800","7","1998","월영마을로 29","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 월영동","534-38","0534","0038","진달래국민주택","64.53","202211","7","11,500","1","1985","월영남1길 15","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 자산동","15-3","0015","0003","시영1","58.26","202211","10","6,000","3","1990","자산삼거리로 93","","직거래","-"
"경상남도 창원마산합포구 자산동","256-4","0256","0004","자산","48.22","202211","28","6,250","3","1991","자산서14길 26","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 중앙동3가","1-27","0001","0027","연화","37.22","202211","15","5,000","1","1980","중앙북6길 109","","중개거래","경남 창원마산회원구"
"경상남도 창원마산합포구 진동면 요장리","393-2","0393","0002","혜창한마음비치","57.06","202211","1","7,700","12","1994","요장1길 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 진동면 요장리","393-2","0393","0002","혜창한마음비치","82.17","202211","7","9,700","14","1994","요장1길 33","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 진동면 진동리","424","0424","0000","마산진동협성엠파이어","84.9789","202211","18","20,100","17","2014","진북산업로 55","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 추산동","49-1","0049","0001","신추산","40.18","202211","14","4,400","2","1996","문신길 169","","중개거래","경남 창원성산구"
"경상남도 창원마산합포구 해운동","49","0049","0000","두산3","59.34","202211","3","14,000","1","1995","월영동11길 42","20221104","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 해운동","49","0049","0000","두산3","59.34","202211","3","14,000","1","1995","월영동11길 42","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 해운동","47","0047","0000","평화리버타운","29.44","202211","8","7,000","16","1999","월영동11길 29","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 해운동","47-1","0047","0001","현대","59.95","202211","2","21,000","17","1995","월영동11길 37","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 현동","210","0210","0000","중흥S클래스프라디움1차","84.99","202211","9","28,000","6","2014","현동4길 20","","중개거래","경남 창원마산회원구"
"경상남도 창원마산합포구 현동","210","0210","0000","중흥S클래스프라디움1차","84.99","202211","19","28,700","15","2014","현동4길 20","","중개거래","경남 창원마산합포구"
"경상남도 창원마산합포구 현동","700","0700","0000","중흥S클래스프라디움3차","84.9839","202211","4","31,000","17","2017","현동1길 8","","중개거래","경남 창원마산합포구"
"경상남도 창원마산회원구 구암동","18-2","0018","0002","교직원","66.69","202211","23","12,700","2","1977","구암서5길 15","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 구암동","87","0087","0000","구암대동","59.925","202211","7","17,000","6","1998","구암남14길 13","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 구암동","5-1","0005","0001","산동","50.85","202211","2","4,800","5","1983","구암남12길 63","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 구암동","24-7","0024","0007","태화","49.26","202211","22","7,550","5","1982","구암남7길 34","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","7","0007","0000","THE-푸른","59.99","202211","8","10,000","5","1998","삼계10길 22","","직거래","-"
"경상남도 창원마산회원구 내서읍 삼계리","7","0007","0000","THE-푸른","39.74","202211","11","10,000","15","1998","삼계10길 22","","직거래","-"
"경상남도 창원마산회원구 내서읍 삼계리","34","0034","0000","대동","59.9","202211","11","12,200","1","1998","삼계5길 30","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","290","0290","0000","대동이미지1단지","72.5162","202211","5","18,000","11","2003","광려로 28","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","290","0290","0000","대동이미지1단지","72.5162","202211","7","17,300","10","2003","광려로 28","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","290","0290","0000","대동이미지1단지","84.9977","202211","18","20,400","9","2003","광려로 28","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","260","0260","0000","대동이미지2단지","72.5162","202211","24","17,400","12","2003","광려로 29","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","324","0324","0000","라임하우스2차","82.106","202211","17","20,900","4","2016","광려로 76-24","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","505-1","0505","0001","마산삼계주공3단지","49.71","202211","17","10,600","2","2001","삼계본동1길 86","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","505-1","0505","0001","마산삼계주공3단지","49.71","202211","18","9,600","2","2001","삼계본동1길 86","","중개거래","경남 창녕군, 경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","304","0304","0000","삼계블루힐스","84.9906","202211","13","28,300","11","2015","광려로 55","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","507-1","0507","0001","숲속마을(507-1)","84.45","202211","2","18,000","1","2001","숲속로 30","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","508-1","0508","0001","숲속마을(6단지)","59.85","202211","9","15,900","7","2002","숲속로 27","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","506","0506","0000","숲속마을주공그린빌4단지","84.55","202211","2","22,400","4","2002","숲속로 8","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","506","0506","0000","숲속마을주공그린빌4단지","59.26","202211","10","16,100","9","2002","숲속로 8","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","506","0506","0000","숲속마을주공그린빌4단지","59.26","202211","10","16,100","9","2002","숲속로 8","20221125","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","637","0637","0000","일산","76.77","202211","21","12,000","4","1998","삼계9길 49-1","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","38","0038","0000","한우리","59.865","202211","22","11,500","3","2000","삼계1길 48","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","21","0021","0000","현대","77.24","202211","5","20,200","2","1998","삼풍로 82","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 삼계리","14","0014","0000","화성","124.647","202211","23","27,600","2","1998","삼계8길 31","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","196","0196","0000","동남타운","59.981","202211","3","10,200","11","1996","상곡로 5","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","67","0067","0000","삼계서진","39.9","202211","14","5,500","5","1997","경남대로 1019","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","67","0067","0000","삼계서진","39.9","202211","14","3,500","3","1997","경남대로 1019","","직거래","-"
"경상남도 창원마산회원구 내서읍 상곡리","67","0067","0000","삼계서진","39.9","202211","15","6,100","4","1997","경남대로 1019","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","67","0067","0000","삼계서진","39.9","202211","28","5,700","5","1997","경남대로 1019","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","41.85","202211","8","5,500","5","1993","상곡로 67","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","41.85","202211","12","5,100","3","1993","상곡로 67","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","41.85","202211","12","5,950","5","1993","상곡로 67","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","49.77","202211","18","7,500","10","1993","상곡로 67","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","41.85","202211","22","5,800","5","1993","상곡로 67","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","1038","1038","0000","동신1","93.285","202211","20","17,800","15","1994","중리상곡로 114","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","1056","1056","0000","시영장미","47.61","202211","19","8,200","8","1992","중리상곡로 18","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","1056","1056","0000","시영장미","47.61","202211","23","4,000","4","1992","중리상곡로 18","","직거래","-"
"경상남도 창원마산회원구 내서읍 중리","1054","1054","0000","중리백로","59.92","202211","23","9,800","4","1995","중리상곡로 20-1","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","338-1","0338","0001","현대","84.945","202211","9","12,500","12","1992","호원로 186-1","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","338-1","0338","0001","현대","84.945","202211","11","15,000","2","1992","호원로 186-1","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 중리","338-1","0338","0001","현대","84.945","202211","12","12,000","10","1992","호원로 186-1","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","543-1","0543","0001","세일로얄파크","84.4446","202211","10","8,500","7","2001","호계본동3길 7","","직거래","-"
"경상남도 창원마산회원구 내서읍 호계리","348","0348","0000","중리2차서광","59.4","202211","9","8,500","10","1992","호계안길 91","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","348","0348","0000","중리2차서광","59.4","202211","14","7,700","15","1992","호계안길 91","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","10","0010","0000","코오롱하늘채1차아파트","127.862","202211","1","35,500","21","2001","호원로 361-3","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","10","0010","0000","코오롱하늘채1차아파트","59.946","202211","4","16,800","7","2001","호원로 361-3","","중개거래","경남 함안군"
"경상남도 창원마산회원구 내서읍 호계리","10","0010","0000","코오롱하늘채1차아파트","59.946","202211","11","17,400","21","2001","호원로 361-3","","중개거래","경남 창원마산회원구, 경남 창원진해구"
"경상남도 창원마산회원구 내서읍 호계리","10","0010","0000","코오롱하늘채1차아파트","84.959","202211","27","22,300","22","2001","호원로 361-3","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","80","0080","0000","코오롱하늘채2차","103.932","202211","7","29,000","2","2005","호원로 359","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","80","0080","0000","코오롱하늘채2차","84.99","202211","18","26,200","1","2005","호원로 359","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 내서읍 호계리","80","0080","0000","코오롱하늘채2차","135.625","202211","23","39,200","4","2005","호원로 359","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 석전동","284-2","0284","0002","개나리","60.6","202211","23","7,500","2","1985","석전서6길 43","","중개거래","경남 창원의창구"
"경상남도 창원마산회원구 석전동","47-3","0047","0003","건우만복","84.08","202211","16","11,500","14","1993","회원서1길 70","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 석전동","46-1","0046","0001","경창가고파","79.56","202211","9","9,200","9","1992","석전서9길 154","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 석전동","232-1","0232","0001","동도센트리움","81.284","202211","5","24,500","6","2013","양덕옛2길 129","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 석전동","146-11","0146","0011","일우","84.98","202211","22","9,800","4","1991","석전남23길 12","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","92-1","0092","0001","거북","48.15","202211","8","11,970","2","1983","양덕북15길 3","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","15-27","0015","0027","경민인터빌","36.36","202211","12","5,000","15","2000","양덕북12길 113","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","15-27","0015","0027","경민인터빌","59.4","202211","17","12,000","17","2000","양덕북12길 113","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","161-1","0161","0001","대림하이빌","120.8039","202211","2","28,000","15","2002","양덕동2길 76","","직거래","-"
"경상남도 창원마산회원구 양덕동","161-1","0161","0001","대림하이빌","74.6574","202211","9","24,000","17","2002","양덕동2길 76","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","79-9","0079","0009","마산양덕4차한일타운","117.5604","202211","1","37,000","2","2004","양덕서로 45","","중개거래","경남 창원마산회원구"
"경상남도 창원마산회원구 양덕동","84-14","0084","0014","메트로시티2단지","84.937","202211","24","59,000","47","2015","삼호로 80","","중개거래","경남 창원마산회원구"
