"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","16,000","3","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","12,000","5","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","20,000","3","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","16,000","1","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","10,000","3","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","13,000","4","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","10,000","5","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","14,900","4","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","15,000","1","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","15,000","6","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","1","15,000","1","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","2","15,000","5","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","2","15,000","4","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","2","15,000","1","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","2","15,000","1","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","4","20,000","2","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","621","0621","0000","남영(가,나)","57.03","202211","4","18,000","3","1987","두왕로174번길 35-8","","직거래","-"
"울산광역시 남구 선암동","537-1","0537","0001","삼익세라믹","76.53","202211","2","17,700","9","1990","두왕로190번길 77","","중개거래","울산 남구"
"울산광역시 남구 선암동","640","0640","0000","진원그랜즈","69.58","202211","30","11,000","11","1990","두왕로190번길 62","","중개거래","울산 남구"
"울산광역시 남구 선암동","624-1","0624","0001","한라그린","58.95","202211","14","9,900","3","1989","두왕로190번길 40","","중개거래","울산 남구"
"울산광역시 남구 선암동","164-7","0164","0007","한양","44.43","202211","15","15,800","4","1985","산업로339번길 36","","중개거래","울산 남구"
"울산광역시 남구 신정동","726-3","0726","0003","공업탑하트랜드","22.39","202211","26","8,100","14","2014","삼산로 26","","중개거래","울산 남구"
"울산광역시 남구 신정동","1875","1875","0000","극동스타클래스","154.25","202211","21","43,000","7","2009","번영로 223","","중개거래","울산 남구"
"울산광역시 남구 신정동","1910","1910","0000","대공원코아루파크베르","84.0251","202211","4","59,000","29","2018","문수로 482","","중개거래","울산 남구"
"울산광역시 남구 신정동","1910","1910","0000","대공원코아루파크베르","73.6669","202211","9","35,200","6","2018","문수로 482","","중개거래","울산 남구"
"울산광역시 남구 신정동","1910","1910","0000","대공원코아루파크베르","61.1451","202211","24","27,000","8","2018","문수로 482","","직거래","-"
"울산광역시 남구 신정동","754-4","0754","0004","동산그린2차","84.46","202211","4","35,000","5","2003","삼산로46번길 11-5","","직거래","-"
"울산광역시 남구 신정동","1889","1889","0000","문수로2차IPARK1단지","84.9424","202211","3","92,500","11","2013","동산로69번길 13","","중개거래","울산 남구"
"울산광역시 남구 신정동","1889","1889","0000","문수로2차IPARK1단지","101.4887","202211","11","90,000","6","2013","동산로69번길 13","","직거래","-"
"울산광역시 남구 신정동","1889","1889","0000","문수로2차IPARK1단지","84.9424","202211","12","84,000","22","2013","동산로69번길 13","","중개거래","울산 남구"
"울산광역시 남구 신정동","904-2","0904","0002","삼미타워","82.74","202211","16","20,000","3","1989","두왕로272번길 17-27","","중개거래","울산 남구"
"울산광역시 남구 신정동","1323-50","1323","0050","수아지오시티","30.41","202211","14","14,000","9","2018","봉월로 117","","직거래","-"
"울산광역시 남구 신정동","1656-1","1656","0001","올림푸스골든(1656-1)","84.61","202211","21","33,500","13","1988","대공원로 198","","중개거래","울산 남구"
"울산광역시 남구 신정동","872-4","0872","0004","우남팜파스","84.3189","202211","11","30,500","2","2004","중앙로75번길 7","","중개거래","울산 남구"
"울산광역시 남구 신정동","713-1","0713","0001","운포","61.82","202211","1","12,000","2","1979","돋질로47번길 23","","중개거래","울산 남구"
"울산광역시 남구 신정동","318","0318","0000","울산신정푸르지오","84.9569","202211","13","48,000","27","2012","팔등로 85","","중개거래","울산 남구"
"울산광역시 남구 신정동","1880","1880","0000","태화강풍림엑슬루타워","129.28","202211","22","64,500","23","2011","봉월로 167","","중개거래","울산 남구"
"울산광역시 남구 신정동","872-55","0872","0055","한라백조","84.66","202211","14","23,800","12","1993","중앙로63번길 16","","중개거래","울산 남구"
"울산광역시 남구 야음동","695-65","0695","0065","고려","74.01","202211","10","14,500","5","1979","수암로149번길 16-5","","직거래","-"
"울산광역시 남구 야음동","755-1","0755","0001","금호","69.6104","202211","16","13,800","4","1989","신선로84번길 9-1","","중개거래","울산 남구"
"울산광역시 남구 야음동","911","0911","0000","대현더샵","84.914","202211","2","74,000","26","2018","야음로26번길 34","","직거래","-"
